base_info,house_daxiao,house_direction,house_id,house_scale,price,time,title
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/33层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",84㎡,朝南,FZ2213806430208147456,2室1厅1卫,高层，户型方正，采光通风良好，房东精心装修,2019-03-16,高层，户型方正，采光通风良好，房东精心装修
"基本信息,发布：26天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/18层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",139㎡,朝南 北,FZ2199927330112282624,4室2厅2卫,办公房源出租,2019-02-25,江南水都美域 八中旁 办公房源出租
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/17层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",80㎡,朝东,FZ2160563807406268416,4室2厅3卫,4000元,2019-01-02,万科金融港 4室2厅 4000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",82㎡,朝东,FZ2161289877659066368,4室2厅2卫,7000元,2019-01-03,万科金融港 4室2厅 7000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝南,FZ2125215575167729664,3室2厅2卫,4200元,2018-11-14,万科金融港 3室2厅 4200元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/26层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",139㎡,朝东,FZ2169574735581814784,3室1厅1卫,8800元,2019-01-22,万达广场 3室1厅 8800元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/9层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",120㎡,朝南 北,FZ2140491038883069952,3室2厅2卫,西湖大门口，电梯高层，东南北全明，双阳台双卫十八中,2018-12-05,整租 · 西湖大门口，电梯高层，东南北全明，双阳台双卫十八中
"基本信息,发布：2个月前,入住：随时入住, ,租期：6个月以上,看房：随时可看, ,楼层：16/29层,电梯：暂无数据, ,车位：租用车位,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：自采暖",138㎡,朝南,FZ2161989709772374016,3室2厅2卫,3室2厅,2019-01-04,整租 · 万科广场 3室2厅
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝西,FZ2194870039776608256,3室2厅2卫,4800元,2019-02-18,万科金融港 3室2厅 4800元
"基本信息,发布：23天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：低楼层/18层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",118㎡,朝南 北,FZ2202608309037432832,3室2厅2卫,贵阁苑，118平标准大三房，两房朝南设备齐全。,2019-03-01,整租 ·   贵阁苑，118平标准大三房，两房朝南设备齐全。
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",210㎡,朝东南,FZ2190540738863824896,6室2厅3卫,10000元,2019-02-12,东光花园 6室2厅 10000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",151㎡,朝南 北,FZ2191330874627735552,5室2厅3卫,6000元,2019-02-13,融信大卫城A区 5室2厅 6000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/15层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",20㎡,朝南 北,FZ2197029071794749440,1室0厅0卫,1500元,2019-02-21,青鸟世纪 1室0厅 1500元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/9层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",78㎡,朝东南,FZ2197093742476009472,3室1厅1卫,3200元,2019-02-21,水松小区 3室1厅 3200元
"基本信息,发布：25天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",100㎡,朝南,FZ2200565204125745152,3室2厅2卫,3500元,2019-02-26,鳌峰苑 3室2厅 3500元
"基本信息,发布：11天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",70㎡,朝南,FZ2211327091373785088,2室1厅1卫,2500元,2019-03-13,龙凤苑2 2室1厅 2500元
"基本信息,发布：16天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",82㎡,朝南,FZ2207112364795363328,3室2厅1卫,3300元,2019-03-07,阳光城新界 3室2厅 3300元
"基本信息,发布：5天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：中楼层/18层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",48㎡,朝南,FZ2215257209787383808,2室1厅1卫,别墅社区，居家两房，高层朝南，阳光充沛,2019-03-18,整租 ·   别墅社区，居家两房，高层朝南，阳光充沛
"基本信息,发布：8天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/33层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",96㎡,朝南,FZ2213012033761722368,3室2厅2卫,居家三房，拎包入住，房东诚意出租,2019-03-15,居家三房，拎包入住，房东诚意出租
"基本信息,发布：4个月前,入住：随时入住, ,租期：2~3年,看房：需提前预约, ,楼层：低楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",115㎡,朝东北,UNKOWN2115088229341601792,3室2厅2卫,4000元,2018-10-31,整租 · 金钻世家 3室2厅 4000元
"基本信息,发布：20天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝南,FZ2204400700543475712,3室2厅1卫,上渡公交站旁两房半房东自住装修，价格实惠，看房方便,2019-03-04,上渡公交站旁两房半房东自住装修，价格实惠，看房方便
"基本信息,发布：20天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/30层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",89㎡,朝东南,FZ2204176591498780672,3室1厅1卫,诚意出租,2019-03-03,闽侯 南屿 乌龙江大道 阳光城翡丽湾 三房 诚意出租
"基本信息,发布：2个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/4层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",286㎡,朝南,FZ2162161959561609216,5室2厅2卫,出行方便,2019-01-22,金桥花园 双拼别墅出租  使用面积大 出行方便
"基本信息,发布：1个月前,入住：随时入住, ,租期：1年以内,看房：暂无数据, ,楼层：低楼层/17层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",88㎡,朝南 北,FZ2182396726986948608,3室2厅2卫,拎包住,2019-02-01,整租 ·   钱隆城标准3房 端边户型 采光明亮 设备齐全 拎包住
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/26层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",180㎡,朝南,UNKOWN2115552912532324352,3室2厅2卫,7000元,2018-11-01,君临闽江 3室2厅 7000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/27层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",180㎡,朝南,UNKOWN2115553037656260608,5室2厅3卫,价格可商量,2018-11-01,世茂御龙湾 5房出租 江景 价格可商量
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/3层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",224㎡,朝西 西北,FZ2159299840449200128,7室3厅4卫,金桥花园联排别墅，租金优惠，位置好，使用空间大,2018-12-31,金桥花园联排别墅，租金优惠，位置好，使用空间大
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/24层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",55㎡,朝西,FZ2217226696745566208,1室1厅1卫,2500元,2019-03-21,皇岛中环 1室1厅 2500元
"基本信息,发布：1天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",50㎡,朝南 北,FZ2218055100381790208,2室1厅1卫,2900元,2019-03-22,阳光城新界 2室1厅 2900元
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：中楼层/24层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",35㎡,朝南,FZ2213608533801574400,2室1厅1卫,1500元,2019-03-16,阳光理想城揽香 2室1厅 1500元
"基本信息,发布：11天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝东南,FZ2210706407630569472,2室2厅1卫,1600元,2019-03-12,建中小区 2室2厅 1600元
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",90㎡,朝南,FZ2217368029875421184,3室1厅1卫,3050元,2019-03-21,金闽小区一区 3室1厅 3050元
"基本信息,发布：4天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝东南,FZ2215715943022067712,2室1厅1卫,2100元,2019-03-19,融侨外滩A区 2室1厅 2100元
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/36层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",41㎡,朝南,FZ2214190645701255168,1室1厅1卫,1900元,2019-03-17,金帝·天澜 1室1厅 1900元
"基本信息,发布：3天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/33层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",89㎡,朝南,FZ2216674324130308096,3室1厅2卫,3000元,2019-03-20,正荣财富中心住宅 3室1厅 3000元
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/30层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",76㎡,朝南,FZ2213655421632118784,2室1厅1卫,3200元,2019-03-16,仓山万达广场B2区 2室1厅 3200元
"基本信息,发布：8天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",78㎡,朝南,FZ2213476601977643008,3室2厅1卫,3500元,2019-03-16,世欧彼岸城C区 3室2厅 3500元
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/33层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",50㎡,朝东 西,FZ2213813473794859008,2室2厅2卫,价格实惠,2019-03-16,正荣两房出租 拎包入住 价格实惠
"基本信息,发布：8天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",60㎡,朝东南,FZ2212935255013466112,2室1厅1卫,3000元,2019-03-15,金建小区三区 2室1厅 3000元
"基本信息,发布：24天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/11层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝南 北,FZ2201915387611201536,3室2厅1卫,2300元,2019-02-28,福晟钱隆学府 3室2厅 2300元
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/22层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",100㎡,朝南,FZ2213080719927025664,3室2厅1卫,6000元,2019-03-16,富力中心C区 3室2厅 6000元
"基本信息,发布：10天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",88㎡,朝南,FZ2211356387152502784,3室1厅1卫,3700元,2019-03-13,闽江世纪城B区 3室1厅 3700元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/1层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",195㎡,朝南,FZ2140447734748938240,4室2厅3卫,15000元,2018-12-05,泰禾红树林 4室2厅 15000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/1层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",250㎡,朝南 北,FZ2157097674879811584,9室1厅6卫,10000元,2018-12-28,美林湾东区 9室1厅 10000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",80㎡,朝东南,FZ2123656506544234496,5室2厅2卫,6000元,2018-11-12,万科金融港 5室2厅 6000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝西南,FZ2121610770730196992,11室2厅3卫,81900元,2018-11-09,万达广场 11室2厅 81900元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：中楼层/8层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",210㎡,朝南 北,FZ2126028276412719104,9室4厅5卫,12000元,2018-11-15,水岸华庭 9室4厅 12000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝西南,FZ2175135147438391296,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝东北,FZ2162149813553479680,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/21层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",1400㎡,朝南,FZ2175134957091946496,9室3厅2卫,140000元,2019-01-22,万达广场A区 9室3厅 140000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝东北,FZ2162149812101980160,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝西南,FZ2175128620094193664,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝东南,FZ2162149823778652160,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",140㎡,朝南 北,FZ2170209393990713344,5室2厅3卫,4000元,2019-01-15,江南水都名筑 5室2厅 4000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝东北,FZ2162149812068155392,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝东南,FZ2175129404328648704,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/29层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",20㎡,朝南,FZ2214554990453211136,1室0厅1卫,1200元,2019-03-17,江厦小区 1室0厅 1200元
"基本信息,发布：4天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",47㎡,朝东南,FZ2215874825195626496,1室1厅1卫,2500元,2019-03-19,摩卡生活馆 1室1厅 2500元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/30层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",83㎡,朝南,UNKOWN2115553546056777728,3室2厅1卫,4000元,2018-11-01,整租 · 杉林悦榕公馆 3室2厅 4000元
"基本信息,发布：2个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/30层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",310㎡,朝南 北,FZ2162165556361568256,5室2厅4卫,9920元,2019-01-22,融侨外滩A区 5室2厅 9920元
"基本信息,发布：今天,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/32层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",45㎡,朝东南,FZ2219293476582342656,1室1厅1卫,1900元,2019-03-24,双湖新城四区 1室1厅 1900元
"基本信息,发布：1天前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：高楼层/8层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",60㎡,朝南 北,FZ2217929758078418944,2室1厅1卫,2100元,2019-03-22,湖滨花园 2室1厅 2100元
"基本信息,发布：3天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",78㎡,朝南,FZ2216545205879054336,2室2厅1卫,4500元,2019-03-20,群升白马郡A区 2室2厅 4500元
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/8层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",38㎡,朝东,FZ2214925381285183488,1室1厅1卫,1700元,2019-03-18,万科金融港 1室1厅 1700元
"基本信息,发布：5天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/34层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",80㎡,朝南,FZ2214986438305382400,2室1厅1卫,3700元,2019-03-18,阳光凡尔赛宫A区 2室1厅 3700元
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：中楼层/8层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",56㎡,朝南 北,FZ2214523454353580032,2室2厅1卫,西湖，总院，新装修，新设备，南北通透，梦山路,2019-03-17,西湖，总院，新装修，新设备，南北通透，梦山路
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",78㎡,朝南,FZ2157967224093556736,3室2厅2卫,钱隆三房朝南户型，居家装修，关键是有两个卫生间！,2018-12-29,整租 · 钱隆三房朝南户型，居家装修，关键是有两个卫生间！
"基本信息,发布：2个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/30层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",279㎡,朝南 北,FZ2175302267333787648,5室2厅4卫,9920元,2019-01-22,融侨外滩A区 5室2厅 9920元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",66㎡,朝南,FZ2173101599776849920,2室1厅1卫,该房两室一厅一厨一卫，视野开阔。,2019-01-19,该房两室一厅一厨一卫，视野开阔。
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/6层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",75㎡,朝南,FZ2174656372115767296,3室2厅1卫,位置优越,2019-01-21,英泰B区 装修挺不错一套小三房  价格合理 位置优越
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",78㎡,朝南,FZ2214432395032002560,3室2厅1卫,随时看房,2019-03-17,钱隆城标准3房  采光明亮 设备齐  拎包住 随时看房
"基本信息,发布：10天前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/26层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",70㎡,朝东,FZ2211589739419533312,2室1厅1卫,2500元,2019-03-13,泰禾红峪 2室1厅 2500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝西南,FZ2175130312286683136,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：5天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/6层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",98㎡,朝东南,FZ2215662332611403776,3室2厅1卫,3500元,2019-03-19,龙凤苑2 3室2厅 3500元
"基本信息,发布：11天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",100㎡,朝南 北,FZ2210775810561294336,3室2厅1卫,3000元,2019-03-12,大儒世家花园 3室2厅 3000元
"基本信息,发布：7天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/24层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",46㎡,朝东南,FZ2213763992223227904,1室1厅1卫,2200元,2019-03-17,丞相坊 1室1厅 2200元
"基本信息,发布：10天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/7层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",120㎡,朝南,FZ2211535014163136512,3室2厅2卫,3500元,2019-03-13,利嘉花园 3室2厅 3500元
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝南,FZ2214978032391684096,1室1厅1卫,2900元,2019-03-18,家春秋公寓 1室1厅 2900元
"基本信息,发布：5天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/18层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2215149468587147264,2室1厅1卫,2800元,2019-03-18,浦新小区 2室1厅 2800元
"基本信息,发布：26天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/6层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",120㎡,朝东 南,FZ2200478747491581952,4室2厅1卫,3800元,2019-02-26,双抛桥一里小区 4室2厅 3800元
